Issue Type,Epic,Summary,Description,Acceptance Criteria,Story Points,Labels,Dependencies,Parent
Sub-task,Performance/Load Testing,"PERF-02 subtask: [NEW] Backend: assertion — exactly one success, N-1 graceful failures, zero duplicates","[NEW] Backend: assertion — exactly one success, N-1 graceful failures, zero duplicates",,,backend;performance;phase2;subtask,,PERF-02: Load-test concurrent booking race conditions at scale
Story,Performance/Load Testing,PERF-03: Load-test supplier fan-out under partial supplier degradation,"As a platform reliability owner, I want validate that one supplier's simulated downtime doesn't degrade search latency for the others under real concurrent load, so that PRD §24.2's circuit-breaker isolation NFR holds under load, not just SUP-13's tuned configuration in isolation.

PRD reference(s): §24.2 NFR Supplier Integration
Module(s)/Screen(s): Infra (performance test)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Load-test scenario specifically validating SUP-13's per-supplier isolation under concurrency.","- Given one supplier is simulated as degraded/down under concurrent search load, when the load test runs, then the other suppliers' search latency remains within SLA, and the degraded supplier's circuit breaker trips per SUP-13's tuned thresholds without affecting the others.",5,backend;performance;phase2,SUP-13,
Sub-task,Performance/Load Testing,PERF-03 subtask: [NEW] Backend: supplier-degradation load-test scenario (one supplier simulated down under load),[NEW] Backend: supplier-degradation load-test scenario (one supplier simulated down under load),,,backend;performance;phase2;subtask,,PERF-03: Load-test supplier fan-out under partial supplier degradation
Sub-task,Performance/Load Testing,"PERF-03 subtask: [NEW] Backend: assertion — other suppliers' latency unaffected, degraded supplier's breaker trips independently","[NEW] Backend: assertion — other suppliers' latency unaffected, degraded supplier's breaker trips independently",,,backend;performance;phase2;subtask,,PERF-03: Load-test supplier fan-out under partial supplier degradation
Story,Performance/Load Testing,PERF-04: Load-test AI itinerary generation latency under concurrent load,"As a platform reliability owner, I want validate AI-13's bounded per-segment timeout holds under realistic concurrent AI request volume, so that PRD §24.3's NFR holds at production concurrency, informing LLM-05's production SLO alerting thresholds.

PRD reference(s): §24.3 NFR AI Governance
Module(s)/Screen(s): Infra (performance test)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Load-test harness targeting AI-13/LLM-02's already-built timeout mechanism under concurrency.","- Given concurrent AI itinerary-completion requests are load-tested, when the test runs, then per-segment latency stays within AI-13's bounded timeout at the tested concurrency level, or the system degrades to AI-05's explicit failure state rather than an unbounded hang.",5,backend;performance;phase2,"AI-13, LLM-05",
Sub-task,Performance/Load Testing,PERF-04 subtask: [NEW] Backend: concurrent AI-request load-test scenario,[NEW] Backend: concurrent AI-request load-test scenario,,,backend;performance;phase2;subtask,,PERF-04: Load-test AI itinerary generation latency under concurrent load
Sub-task,Performance/Load Testing,PERF-04 subtask: [NEW] Backend: latency/timeout assertion under load,[NEW] Backend: latency/timeout assertion under load,,,backend;performance;phase2;subtask,,PERF-04: Load-test AI itinerary generation latency under concurrent load
Story,Performance/Load Testing,PERF-05: Load-test wallet ledger write contention,"As a platform reliability owner, I want validate FIN-10's idempotent, atomic wallet writes hold under concurrent debit/hold contention on the same wallet, so that PRD §24.4's atomicity/idempotency NFR holds at production concurrency, not just FIN-10's two-writer integrationTest.

PRD reference(s): §24.4 NFR Payments & Wallet
Module(s)/Screen(s): Infra (performance test)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Load-test harness targeting FIN-08/FIN-10's already-built DB-constraint-backed wallet writes under higher concurrency.","- Given N concurrent debit/hold requests target the same Consultant's wallet, when the load test runs, then the final balance is correct with zero double-debits at every tested concurrency level, consistent with FIN-10's idempotency guarantee.",5,backend;performance;phase2,FIN-10,
Sub-task,Performance/Load Testing,PERF-05 subtask: [NEW] Backend: concurrent wallet-write load-test scenario,[NEW] Backend: concurrent wallet-write load-test scenario,,,backend;performance;phase2;subtask,,PERF-05: Load-test wallet ledger write contention
Sub-task,Performance/Load Testing,PERF-05 subtask: [NEW] Backend: balance-correctness assertion under load,[NEW] Backend: balance-correctness assertion under load,,,backend;performance;phase2;subtask,,PERF-05: Load-test wallet ledger write contention
Story,Performance/Load Testing,PERF-06: Establish a frontend performance budget for map/results rendering under large pin counts,"As a frontend engineer, I want have a defined performance budget for the map+results split-panel screens as pin/result counts grow, so that frontend-best-practices §2's map-rendering guidance (memoized markers once real map integration lands) is verified against a measured budget, not just implemented and assumed sufficient.

PRD reference(s): frontend-best-practices skill §2 (Map rendering)
Module(s)/Screen(s): Search Dashboard (21.1), Itinerary Builder (21.2)
Testing tier(s): component test
Story points reasoning: Performance-budget definition + measurement harness against FES-05's MapPanel component, informed by frontend-best-practices' explicit prediction of this exact jank risk.","- Given a search result set with a large number of location pins is rendered, when render performance is measured, then it stays within the defined frame-budget threshold, with `React.memo`'d pin/marker components confirmed not to re-render on unrelated state changes (e.g. a date-picker interaction).",5,frontend;performance;phase2,FES-05,
Sub-task,Performance/Load Testing,PERF-06 subtask: [NEW] Frontend: performance budget definition for MapPanel/ResultsPanel rendering,[NEW] Frontend: performance budget definition for MapPanel/ResultsPanel rendering,,,frontend;performance;phase2;subtask,,PERF-06: Establish a frontend performance budget for map/results rendering under large pin counts
Sub-task,Performance/Load Testing,PERF-06 subtask: [NEW] Frontend: render-count/timing measurement harness,[NEW] Frontend: render-count/timing measurement harness,,,frontend;performance;phase2;subtask,,PERF-06: Establish a frontend performance budget for map/results rendering under large pin counts
Sub-task,Performance/Load Testing,PERF-06 subtask: [NEW] Frontend: component test — unrelated state change does not re-render unchanged pins,[NEW] Frontend: component test — unrelated state change does not re-render unchanged pins,,,frontend;performance;phase2;subtask,,PERF-06: Establish a frontend performance budget for map/results rendering under large pin counts
Story,Performance/Load Testing,PERF-07: Validate the 10-minute itinerary target end-to-end under realistic network conditions,"As a product owner, I want confirm the median search-to-complete-itinerary time stays within PRD §2's ≤10-minute target under realistic (not just local-dev) network latency, so that PRD §2's Goals & Success Metrics target and §9.6's NFR are validated holistically, not just per-component (search SLA, AI latency, etc. individually).

PRD reference(s): §2 Goals & Success Metrics; §9.6 NFR (10-minute target)
Module(s)/Screen(s): Infra (performance test)
Testing tier(s): e2e
Story points reasoning: Composite end-to-end timing validation across PERF-01/03/04's individually-validated component SLAs.","- Given a realistic end-to-end itinerary-build session (search → default selection → AI completion → save as Quotation) is run under simulated realistic network latency, when timing is measured, then the median time stays at or below 10 minutes.",5,performance;phase2,"PERF-01, PERF-03, PERF-04",
Sub-task,Performance/Load Testing,PERF-07 subtask: [NEW] Backend/Frontend: end-to-end timed Playwright scenario simulating realistic network latency,[NEW] Backend/Frontend: end-to-end timed Playwright scenario simulating realistic network latency,,,performance;phase2;subtask,,PERF-07: Validate the 10-minute itinerary target end-to-end under realistic network conditions
Sub-task,Performance/Load Testing,PERF-07 subtask: [NEW] Backend/Frontend: median-time assertion against the 10-minute target,[NEW] Backend/Frontend: median-time assertion against the 10-minute target,,,performance;phase2;subtask,,PERF-07: Validate the 10-minute itinerary target end-to-end under realistic network conditions
Story,Performance/Load Testing,PERF-08: Validate capacity planning and autoscaling policy against projected GMV growth,"As a platform reliability owner, I want confirm PINF-05's autoscaling policy actually scales ahead of projected GMV/booking-volume growth, not just current load, so that the platform's production topology is validated against a growth projection, not just today's load.

PRD reference(s): §2 Goals & Success Metrics (Revenue/GMV)
Module(s)/Screen(s): Infra (performance test)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Capacity-planning validation exercise against PINF-05's already-defined topology and PINF-07's deployment pipeline.","- Given load is ramped to match a projected future GMV/booking-volume milestone, when autoscaling is observed, then PINF-05's topology scales out ahead of saturation, and the 99.5%+ uptime target holds throughout the ramp.",5,backend;performance;phase2,"PINF-05, PINF-07",
Sub-task,Performance/Load Testing,PERF-08 subtask: [NEW] Backend: capacity-ramp load-test scenario against a projected GMV milestone,[NEW] Backend: capacity-ramp load-test scenario against a projected GMV milestone,,,backend;performance;phase2;subtask,,PERF-08: Validate capacity planning and autoscaling policy against projected GMV growth
Sub-task,Performance/Load Testing,PERF-08 subtask: [NEW] Backend: autoscaling-behavior and uptime assertion during the ramp,[NEW] Backend: autoscaling-behavior and uptime assertion during the ramp,,,backend;performance;phase2;subtask,,PERF-08: Validate capacity planning and autoscaling policy against projected GMV growth
Story,Production Observability,OBS-01: Wire OTel/Zipkin tracing export for production correlation IDs,"As a on-call engineer, I want have FND-21's correlation-ID propagation exported to a real tracing backend in production, so that RULES.md §6.1's traceId propagation across the async event-listener boundary is queryable in production, not just verified by FND-21's local integrationTest.

PRD reference(s): §6.1 Correlation IDs (RULES.md)
Module(s)/Screen(s): shared (observability)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Exporter wiring on top of FND-21's already-built propagation mechanism — `spring-modulith-observability` is on the classpath but unconfigured per RULES.md's explicit reconciliation note.","- Given a production request triggers an async event-listener chain, when the trace is exported, then the same traceId is queryable across the request span and every downstream listener span in the production tracing backend.",5,backend;observability;phase2,FND-21,
Sub-task,Production Observability,OBS-01 subtask: [NEW] Backend: OTel/Zipkin exporter configuration in production `application.yml`,[NEW] Backend: OTel/Zipkin exporter configuration in production `application.yml`,,,backend;observability;phase2;subtask,,OBS-01: Wire OTel/Zipkin tracing export for production correlation IDs
Sub-task,Production Observability,OBS-01 subtask: [NEW] Backend: integrationTest — traceId queryable across the async boundary in the exported trace,[NEW] Backend: integrationTest — traceId queryable across the async boundary in the exported trace,,,backend;observability;phase2;subtask,,OBS-01: Wire OTel/Zipkin tracing export for production correlation IDs
Story,Production Observability,OBS-02: Ship structured JSON logs to production log aggregation with a retention policy,"As a on-call engineer, I want have FND-24's structured JSON logs shipped to a production log aggregator with a defined retention policy, so that log aggregation/search is actually usable as the primary debugging tool in production across six jurisdictions, not just structured locally.

PRD reference(s): §6.2 Structured logging standards (RULES.md)
Module(s)/Screen(s): shared (observability)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Shipping/retention infra on top of FND-24's already-built structured logging.","- Given a production log line is emitted, when it is shipped, then it lands in the log aggregator with all mandatory MDC fields (traceId, consultantId, currency/market where applicable) intact, retained per the defined policy.",5,backend;observability;phase2,FND-24,
Sub-task,Production Observability,OBS-02 subtask: [NEW] Infra: production log-shipping pipeline with a defined retention policy,[NEW] Infra: production log-shipping pipeline with a defined retention policy,,,backend;observability;phase2;subtask,,OBS-02: Ship structured JSON logs to production log aggregation with a retention policy
Sub-task,Production Observability,OBS-02 subtask: [NEW] Infra: README / RULES.md documentation update,[NEW] Infra: README / RULES.md documentation update,,,backend;observability;phase2;subtask,,OBS-02: Ship structured JSON logs to production log aggregation with a retention policy
Sub-task,Production Observability,OBS-02 subtask: [NEW] Infra: verification step (local run and/or CI check),[NEW] Infra: verification step (local run and/or CI check),,,backend;observability;phase2;subtask,,OBS-02: Ship structured JSON logs to production log aggregation with a retention policy
Story,Production Observability,OBS-03: Provide production retention and query tooling for the AI governance audit trail,"As a Super Admin/compliance owner, I want query the AI suggestion audit trail (AI-07/AI-08) in production with retention independent of the application-log window, so that RULES.md §6.3's explicit distinction — audit trail retention/immutability differs from sampled/rotated application logs — is honored operationally, not just architecturally.

PRD reference(s): §6.3 (RULES.md, AI governance audit)
Module(s)/Screen(s): ai (observability)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Production retention/query-tooling story on top of AI-07/AI-08's already-built insert-only audit table.","- Given a compliance review needs an AI suggestion from 6 months prior, when a query is run against the production audit-trail store, then the record is retrievable, unaffected by the application-log aggregator's shorter retention window.",5,backend;observability;ai;phase2,"AI-07, AI-08",
Sub-task,Production Observability,"OBS-03 subtask: [NEW] Backend: production retention policy for `ai_suggestion_audit_log`, independent of app-log retention","[NEW] Backend: production retention policy for `ai_suggestion_audit_log`, independent of app-log retention",,,backend;observability;ai;phase2;subtask,,OBS-03: Provide production retention and query tooling for the AI governance audit trail
Sub-task,Production Observability,OBS-03 subtask: [NEW] Backend: query tooling/interface for compliance review,[NEW] Backend: query tooling/interface for compliance review,,,backend;observability;ai;phase2;subtask,,OBS-03: Provide production retention and query tooling for the AI governance audit trail
Sub-task,Production Observability,OBS-03 subtask: [NEW] Backend: integrationTest — retrieval beyond the app-log retention window,[NEW] Backend: integrationTest — retrieval beyond the app-log retention window,,,backend;observability;ai;phase2;subtask,,OBS-03: Provide production retention and query tooling for the AI governance audit trail
Story,Production Observability,OBS-04: Provide production retention for compliance state-transition audit trails,"As a compliance owner, I want have GST/TCS calculation inputs/outputs, ATOL disclosure completion, and KYC state changes queryable independent of app-log retention, so that RULES.md §6.3's compliance-audit retention requirement is honored operationally for a regulator/tax-authority query scenario.

PRD reference(s): §6.3 (RULES.md, compliance audit)
Module(s)/Screen(s): compliance (observability)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Mirrors OBS-03's pattern for the `compliance` module's state-transition history (FIN-17/FIN-18/CMP-01–12).","- Given a tax authority asks 'what did the system calculate and why' for a booking from 6 months prior, when a query is run against the `compliance` module's own persisted audit trail, then GST/TCS inputs/outputs, ATOL disclosure state, and KYC checklist state changes for that booking are all retrievable, independent of the app-log retention window.",5,backend;observability;compliance;phase2,"CMP-01, CMP-03, CMP-12",
Sub-task,Production Observability,OBS-04 subtask: [NEW] Backend: production retention policy for compliance state-transition audit records,[NEW] Backend: production retention policy for compliance state-transition audit records,,,backend;observability;compliance;phase2;subtask,,OBS-04: Provide production retention for compliance state-transition audit trails
Sub-task,Production Observability,OBS-04 subtask: [NEW] Backend: query tooling for regulator/tax-authority review,[NEW] Backend: query tooling for regulator/tax-authority review,,,backend;observability;compliance;phase2;subtask,,OBS-04: Provide production retention for compliance state-transition audit trails
Sub-task,Production Observability,OBS-04 subtask: [NEW] Backend: integrationTest,[NEW] Backend: integrationTest,,,backend;observability;compliance;phase2;subtask,,OBS-04: Provide production retention for compliance state-transition audit trails
Story,Production Observability,OBS-05: Build per-supplier trace-span dashboards for latency/circuit-breaker visibility,"As a on-call engineer, I want see each supplier's (Hotelbeds/STUBA/TBO/Mystifly/Transferz/Widgety/HBActivities) latency and circuit-breaker state individually, not collapsed into one aggregate search span, so that RULES.md §6.3's explicit per-supplier trace-span requirement is realized as an actual dashboard, feeding SUP-13's circuit-breaker tuning.

PRD reference(s): §6.3 (RULES.md, per-supplier trace spans); §24.2 NFR Supplier Integration
Module(s)/Screen(s): supplier (observability)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Dashboard built on top of OBS-01's tracing export, specifically surfacing the per-supplier span granularity RULES.md §6.3 calls out.","- Given a single search request fans out to all seven live suppliers in parallel, when the trace is inspected, then each supplier's latency/error is visible as its own distinct span on the dashboard, with one slow supplier clearly identifiable rather than hidden in an aggregate 'search' span.",5,backend;observability;supplier;phase2,OBS-01,
Sub-task,Production Observability,OBS-05 subtask: [NEW] Backend: per-supplier trace-span dashboard,[NEW] Backend: per-supplier trace-span dashboard,,,backend;observability;supplier;phase2;subtask,,OBS-05: Build per-supplier trace-span dashboards for latency/circuit-breaker visibility
Sub-task,Production Observability,OBS-05 subtask: [NEW] Backend: integrationTest — one distinct span per supplier in a fan-out search,[NEW] Backend: integrationTest — one distinct span per supplier in a fan-out search,,,backend;observability;supplier;phase2;subtask,,OBS-05: Build per-supplier trace-span dashboards for latency/circuit-breaker visibility
Story,Production Observability,"OBS-06: Add production alerting for supplier auth failure, sync staleness, and credit-limit breach spikes","As a on-call engineer, I want be alerted on a supplier auth failure, inventory-sync staleness beyond threshold, or an unusual spike in credit-limit breaches, so that PRD §10.2's Super-Admin-alert requirement and §10.5's staleness-alert requirement are wired to real production alerting, not just logged.

PRD reference(s): §10.2 Per-Supplier Integration (auth failure alerting); §10.5 Inventory Sync (staleness alerting)
Module(s)/Screen(s): Infra (observability)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Alert-rule wiring on top of already-built failure-handling logic (Phase 1's supplier error tables and HRD-13's staleness alerting) plus a new anomaly-spike rule.","- Given a supplier auth failure (e.g. Hotelbeds `INVALID_SIGNATURE`) occurs in production, when the alert rule evaluates, then on-call is paged, and that supplier's results are disabled per §10.2.1's error-handling table until resolved.
- Given credit-limit breaches spike unusually across Consultants, when the alert rule evaluates, then on-call is notified of the anomaly for investigation.",5,backend;observability;phase2,"HRD-13, OBS-01",
Sub-task,Production Observability,"OBS-06 subtask: [NEW] Backend: production alert rules — supplier auth failure, sync staleness, credit-limit-breach spike","[NEW] Backend: production alert rules — supplier auth failure, sync staleness, credit-limit-breach spike",,,backend;observability;phase2;subtask,,"OBS-06: Add production alerting for supplier auth failure, sync staleness, and credit-limit breach spikes"
Sub-task,Production Observability,OBS-06 subtask: [NEW] Backend: integrationTest — one simulated trigger per alert rule,[NEW] Backend: integrationTest — one simulated trigger per alert rule,,,backend;observability;phase2;subtask,,"OBS-06: Add production alerting for supplier auth failure, sync staleness, and credit-limit breach spikes"
Story,Production Observability,OBS-07: Build an uptime/SLO dashboard for the 99.5%+ booking-engine target,"As a Super Admin/on-call engineer, I want see the booking engine's real-time and historical uptime against the 99.5%+ SLO, so that PRD §2's Goals & Success Metrics target is continuously visible, not just assumed met.

PRD reference(s): §2 Goals & Success Metrics (Platform reliability)
Module(s)/Screen(s): Infra (observability)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Standard SLO dashboard on top of OBS-01/PINF-05's health-check and tracing infrastructure.","- Given the uptime dashboard is opened, when it loads, then current and historical uptime against the 99.5%+ SLO is visible, with any SLO-breaching window clearly flagged.",3,backend;observability;phase2,"OBS-01, PINF-05",
Sub-task,Production Observability,OBS-07 subtask: [NEW] Backend: uptime/SLO dashboard against the 99.5%+ target,[NEW] Backend: uptime/SLO dashboard against the 99.5%+ target,,,backend;observability;phase2;subtask,,OBS-07: Build an uptime/SLO dashboard for the 99.5%+ booking-engine target
Sub-task,Production Observability,OBS-07 subtask: [NEW] Backend: SLO-breach flagging,[NEW] Backend: SLO-breach flagging,,,backend;observability;phase2;subtask,,OBS-07: Build an uptime/SLO dashboard for the 99.5%+ booking-engine target
Story,Production Observability,OBS-08: Add ad-spend/campaign anomaly alerting in production,"As a Super Admin, I want be alerted if a campaign's real Meta spend pattern looks anomalous, so that PRD §14.3's guardrail and §24.6's near-real-time NFR are backed by proactive alerting, not just MADS-05's reconciliation-on-read enforcement.

PRD reference(s): §14.3 Controls & Guardrails; §24.6 NFR Ads/Campaign
Module(s)/Screen(s): ads (observability)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Proactive anomaly-detection alerting layered on top of MADS-04/MADS-05's already-built spend-tracking data.","- Given a Live campaign's real Meta spend rate deviates sharply from its historical/expected pace, when the anomaly rule evaluates, then Super Admin is alerted proactively, ahead of MADS-05's spend-cap reconciliation catching it only at the cap boundary.",5,backend;observability;ads;phase2,"MADS-05, OBS-01",
Sub-task,Production Observability,OBS-08 subtask: [NEW] Backend: ad-spend anomaly-detection alert rule,[NEW] Backend: ad-spend anomaly-detection alert rule,,,backend;observability;ads;phase2;subtask,,OBS-08: Add ad-spend/campaign anomaly alerting in production
Sub-task,Production Observability,OBS-08 subtask: [NEW] Backend: integrationTest — simulated anomalous spend pattern triggers the alert,[NEW] Backend: integrationTest — simulated anomalous spend pattern triggers the alert,,,backend;observability;ads;phase2;subtask,,OBS-08: Add ad-spend/campaign anomaly alerting in production
