Issue Type,Epic,Summary,Description,Acceptance Criteria,Story Points,Labels,Dependencies,Parent
Story,Foundation,"FND-12: Store BYOS credentials as row-level, per-Consultant encrypted secrets","As a Consultant, I want have my BYOS supplier credentials encrypted at the row level and reachable only through my own tenant scope, so that another Consultant's BYOS credential read is never possible through the same lookup key, per RULES.md §5.3 and PRD §10.4.

PRD reference(s): §5.3 Secrets handling (RULES.md); §10.4 BYOS
Module(s)/Screen(s): supplier
Testing tier(s): unit, integration (Testcontainers + LocalStack KMS)
Story points reasoning: KMS envelope encryption + per-row secret pattern is materially different from FND-11's Secrets-Manager-by-ARN pattern — new mechanism, high blast-radius if wrong.","- Given a Consultant saves their own Hotelbeds BYOS credentials, when the write completes, then the ciphertext is stored per-row with a KMS-wrapped data key, not in the shared Secrets Manager entry used for Adren's own credentials.
- Given Consultant B's service call attempts to read Consultant A's BYOS credential row, when the tenant-isolation check runs, then access is denied.",8,backend;foundation;security;phase1,"FND-03, FND-11",
Sub-task,Foundation,FND-12 subtask: [NEW] Backend: `ByosCredential` entity — ciphertext + wrapped data key columns,[NEW] Backend: `ByosCredential` entity — ciphertext + wrapped data key columns,,,backend;foundation;security;phase1;subtask,,"FND-12: Store BYOS credentials as row-level, per-Consultant encrypted secrets"
Sub-task,Foundation,FND-12 subtask: [NEW] Backend: KMS envelope encryption service (LocalStack KMS in dev/test),[NEW] Backend: KMS envelope encryption service (LocalStack KMS in dev/test),,,backend;foundation;security;phase1;subtask,,"FND-12: Store BYOS credentials as row-level, per-Consultant encrypted secrets"
Sub-task,Foundation,FND-12 subtask: [NEW] Backend: tenant-scoped read path (reuses FND-03's isolation check),[NEW] Backend: tenant-scoped read path (reuses FND-03's isolation check),,,backend;foundation;security;phase1;subtask,,"FND-12: Store BYOS credentials as row-level, per-Consultant encrypted secrets"
Sub-task,Foundation,FND-12 subtask: [NEW] Backend: unit test (encryption round-trip),[NEW] Backend: unit test (encryption round-trip),,,backend;foundation;security;phase1;subtask,,"FND-12: Store BYOS credentials as row-level, per-Consultant encrypted secrets"
Sub-task,Foundation,FND-12 subtask: [NEW] Backend: integrationTest — cross-tenant read attempt denied,[NEW] Backend: integrationTest — cross-tenant read attempt denied,,,backend;foundation;security;phase1;subtask,,"FND-12: Store BYOS credentials as row-level, per-Consultant encrypted secrets"
Story,Foundation,"FND-13: Extend Search Dashboard with map-based multi-location, multi-select search","As a Consultant/User, I want enter multiple locations in a single search box and see them geocoded on a map, so that I can start building a multi-location itinerary in one search step, per PRD §9.1 Flow A steps 2–4.

PRD reference(s): §9.1 Flow A (steps 1-4); §21.1 Search Dashboard; §22.1 Multi-Location Search
Module(s)/Screen(s): booking, supplier, Search Dashboard (21.1) — EXISTING reference
Testing tier(s): unit, module (@ApplicationModuleTest), component test, e2e
Story points reasoning: Extends the existing `search-dashboard` reference feature with real geocoding + a map panel — the current implementation is a mocked, single-shot hook per RULES.md §7.1's reconcile note.","- Given a Consultant enters 3+ locations in the search box, when they submit the search, then the system geocodes and displays a map pin for every location, even one with no inventory (T1).
- Given a search is in progress, when the Consultant edits the search box, then the in-progress search is cancelled rather than merging both result sets.",8,backend;frontend;foundation;booking;phase1,FND-01,
Sub-task,Foundation,FND-13 subtask: [NEW] Backend: `geocodeAndSearch` business logic / state-transition method,[NEW] Backend: `geocodeAndSearch` business logic / state-transition method,,,backend;frontend;foundation;booking;phase1;subtask,,"FND-13: Extend Search Dashboard with map-based multi-location, multi-select search"
Sub-task,Foundation,"FND-13 subtask: [NEW] Backend: domain event publication (`@Transactional`, same method scope)","[NEW] Backend: domain event publication (`@Transactional`, same method scope)",,,backend;frontend;foundation;booking;phase1;subtask,,"FND-13: Extend Search Dashboard with map-based multi-location, multi-select search"
Sub-task,Foundation,FND-13 subtask: [NEW] Backend: REST endpoint `POST /api/v1/search`,[NEW] Backend: REST endpoint `POST /api/v1/search`,,,backend;frontend;foundation;booking;phase1;subtask,,"FND-13: Extend Search Dashboard with map-based multi-location, multi-select search"
Sub-task,Foundation,FND-13 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;frontend;foundation;booking;phase1;subtask,,"FND-13: Extend Search Dashboard with map-based multi-location, multi-select search"
Sub-task,Foundation,FND-13 subtask: [NEW] Backend: module/integration test,[NEW] Backend: module/integration test,,,backend;frontend;foundation;booking;phase1;subtask,,"FND-13: Extend Search Dashboard with map-based multi-location, multi-select search"
Sub-task,Foundation,FND-13 subtask: [EXTEND] Frontend: `useMultiLocationSearch` hook (React Query for server data per RULES.md §7.1),[EXTEND] Frontend: `useMultiLocationSearch` hook (React Query for server data per RULES.md §7.1),,,backend;frontend;foundation;booking;phase1;subtask,,"FND-13: Extend Search Dashboard with map-based multi-location, multi-select search"
Sub-task,Foundation,FND-13 subtask: [EXTEND] Frontend: `SearchDashboard.tsx` component — all 5 PRD Part 21 states (default/loading/success/empty/error),[EXTEND] Frontend: `SearchDashboard.tsx` component — all 5 PRD Part 21 states (default/loading/success/empty/error),,,backend;frontend;foundation;booking;phase1;subtask,,"FND-13: Extend Search Dashboard with map-based multi-location, multi-select search"
Sub-task,Foundation,"FND-13 subtask: [NEW] Frontend: component test (Testing Library, co-located, asserts on role/label per RULES.md §7.3)","[NEW] Frontend: component test (Testing Library, co-located, asserts on role/label per RULES.md §7.3)",,,backend;frontend;foundation;booking;phase1;subtask,,"FND-13: Extend Search Dashboard with map-based multi-location, multi-select search"
Sub-task,Foundation,"FND-13 subtask: [NEW] Frontend: Playwright e2e spec (extends `search-flow.spec.ts` pattern, PRD §9.1 flow)","[NEW] Frontend: Playwright e2e spec (extends `search-flow.spec.ts` pattern, PRD §9.1 flow)",,,backend;frontend;foundation;booking;phase1;subtask,,"FND-13: Extend Search Dashboard with map-based multi-location, multi-select search"
Sub-task,Foundation,FND-13 subtask: [EXTEND] Frontend: `MapPanel` shared component wired to geocoded pins,[EXTEND] Frontend: `MapPanel` shared component wired to geocoded pins,,,backend;frontend;foundation;booking;phase1;subtask,,"FND-13: Extend Search Dashboard with map-based multi-location, multi-select search"
Story,Foundation,FND-14: Implement the Default Selection Algorithm for per-location product pre-selection,"As a Consultant/User, I want have the system pre-select one default product per category per location using availability, my configured priority, margin, and rating in that order, so that I don't have to manually compare every option to get a reasonable starting itinerary, per PRD §9.2.

PRD reference(s): §9.2 Default Selection Algorithm; §22.2 Default Selection Algorithm
Module(s)/Screen(s): booking, supplier
Testing tier(s): unit, module (@ApplicationModuleTest)
Story points reasoning: Well-specified 4-step ranking algorithm; the complexity is in wiring it against live aggregated supplier results.","- Given multiple hotel options are available for a location, when the system auto-selects a default, then the selected option is the highest-margin confirmable option (T2).
- Given the Consultant has configured a preferred supplier, when auto-selection runs, then the preferred supplier's option is selected if available, overriding pure margin ranking (T3).",5,backend;foundation;booking;phase1,FND-13,
Sub-task,Foundation,FND-14 subtask: [NEW] Backend: `DefaultSelectionService` implementing the 4-step ranking,[NEW] Backend: `DefaultSelectionService` implementing the 4-step ranking,,,backend;foundation;booking;phase1;subtask,,FND-14: Implement the Default Selection Algorithm for per-location product pre-selection
Sub-task,Foundation,FND-14 subtask: [EXTEND] Backend: wired into `SupplierAggregationService` result post-processing,[EXTEND] Backend: wired into `SupplierAggregationService` result post-processing,,,backend;foundation;booking;phase1;subtask,,FND-14: Implement the Default Selection Algorithm for per-location product pre-selection
Sub-task,Foundation,FND-14 subtask: [NEW] Backend: unit test — each of the 4 tie-break steps,[NEW] Backend: unit test — each of the 4 tie-break steps,,,backend;foundation;booking;phase1;subtask,,FND-14: Implement the Default Selection Algorithm for per-location product pre-selection
Sub-task,Foundation,FND-14 subtask: [NEW] Backend: module test — end-to-end against aggregated results,[NEW] Backend: module test — end-to-end against aggregated results,,,backend;foundation;booking;phase1;subtask,,FND-14: Implement the Default Selection Algorithm for per-location product pre-selection
Story,Foundation,FND-15: Surface 'Auto-selected: Best available match' label on defaulted line items,"As a Consultant/User, I want see a visible label whenever the system has auto-selected a product for me, so that auto-selection is never mistaken for a deliberate manual choice, per PRD §9.2's explicit surfacing requirement.

PRD reference(s): §9.2 Default Selection Algorithm; §22.2 T2/T3
Module(s)/Screen(s): Itinerary Builder (21.2)
Testing tier(s): component test
Story points reasoning: Small, purely presentational addition once FND-14's flag exists on the line item.","- Given the UI displays an auto-selected item, when the Consultant views it, then a visible 'Auto-selected: Best available match' label is present.",2,frontend;foundation;phase1,"FND-14, FND-16",
Sub-task,Foundation,FND-15 subtask: [NEW] Frontend: auto-selected badge on the per-location line-item card,[NEW] Frontend: auto-selected badge on the per-location line-item card,,,frontend;foundation;phase1;subtask,,FND-15: Surface 'Auto-selected: Best available match' label on defaulted line items
Sub-task,Foundation,FND-15 subtask: [NEW] Frontend: component test asserting the label renders when `autoSelected=true`,[NEW] Frontend: component test asserting the label renders when `autoSelected=true`,,,frontend;foundation;phase1;subtask,,FND-15: Surface 'Auto-selected: Best available match' label on defaulted line items
Story,Foundation,FND-16: Build the Itinerary Builder screen with per-location cards and alternate-selection panel,"As a Consultant/User, I want see each location's auto-selected line item and open a side panel to swap it for an alternate, so that I can accept defaults or override any product before saving the itinerary, per PRD §21.2.

PRD reference(s): §21.2 Itinerary Builder; §9.1 Flow A steps 5-6
Module(s)/Screen(s): booking, Itinerary Builder (21.2) — NEW feature folder
Testing tier(s): unit, component test, e2e
Story points reasoning: New feature folder, non-trivial state (per-location, per-category selection across up to 5 product types) — first real use of the Zustand draft store from FES.","- Given a location card shows its default line item, when the Consultant clicks 'Change', then a side panel opens showing a filterable/sortable list (price, rating, supplier) of alternates for that category/location.
- Given the Consultant selects an alternate, when they confirm the change, then the line item updates and the auto-selected badge (FND-15) is removed.",8,backend;frontend;foundation;phase1,"FND-13, FND-14, FES-03",
Sub-task,Foundation,FND-16 subtask: [NEW] Backend: `GET /api/v1/itineraries/{id}/alternates?location=&category=` endpoint,[NEW] Backend: `GET /api/v1/itineraries/{id}/alternates?location=&category=` endpoint,,,backend;frontend;foundation;phase1;subtask,,FND-16: Build the Itinerary Builder screen with per-location cards and alternate-selection panel
Sub-task,Foundation,FND-16 subtask: [NEW] Frontend: `useItineraryBuilder` hook (React Query for server data per RULES.md §7.1),[NEW] Frontend: `useItineraryBuilder` hook (React Query for server data per RULES.md §7.1),,,backend;frontend;foundation;phase1;subtask,,FND-16: Build the Itinerary Builder screen with per-location cards and alternate-selection panel
